Movie	Release_date	Language	Runtime	Budget	Revenue
The Light Between Oceans	September  2, 2016	 English	2h 13m	$20,000,000.00	$25,956,113.00
A Cinderella Story: If the Shoe Fits	August  2, 2016	 English	1h 32m		
Tamara	October 26, 2016	 French	1h 43m		
Dangal	December 21, 2016	 Hindi	2h 41m	$10,400,000.00	$310,000,000.00
The Assignment	March  3, 2016	 English	1h 35m	$5,000,000.00	
Amanda Knox	September 30, 2016	 English	1h 32m		
A Conspiracy of Faith	March  3, 2016	 Danish	1h 52m	$5,210,000.00	$5,900,000.00
Bastille Day	November 18, 2016	 English	1h 32m	$20,000,000.00	$14,397,593.00
Free State of Jones	June 24, 2016	 English	2h 19m	$50,000,000.00	$25,035,950.00
The Anthem of the Heart	September 19, 2015	 Japanese	1h 59m		
The Anthem of the Heart	September 19, 2015	 Japanese	1h 59m		
Genius	June 10, 2016	 English	1h 44m		$5,681,622.00
All the Way	May 21, 2016	 English	2h 12m		
Justice League vs. Teen Titans	March 29, 2016	 English	1h 18m		
Popstar: Never Stop Never Stopping	May 24, 2016	 English	1h 26m		$9,496,130.00
The Osiris Child	September 24, 2016	 English	1h 35m		
Penny Pincher!	September 28, 2016	 French	1h 29m		
Enter the Warriors Gate	May  5, 2017	 Chinese	1h 48m		
The Late Bloomer	October  7, 2016	 English	1h 30m		
The Duel	June 24, 2016	 English	1h 50m	$10,000,000.00	$4,500.00
Maximum Ride	September 30, 2016	 English	1h 28m		$4,218.00
In Bed with Victoria	May 12, 2016	 French	1h 37m		
Whiskey Tango Foxtrot	March  4, 2016	 English	1h 52m	$35,000,000.00	$23,083,334.00
Before the Flood	October 21, 2016	 English	1h 33m		
Anthropoid	August 12, 2016	 English	2h 3m	$9,000,000.00	$4,600,000.00
The Unknown Girl	May 18, 2016	 French	1h 46m		
Almost Christmas	November 11, 2016	 English	1h 51m	$17,000,000.00	$42,487,325.00
Dog Eat Dog	November  4, 2016	 English	1h 33m		$80.00
Shut In	November 11, 2016	 English	1h 31m	$10,000,000.00	$13,082,071.00
Sam Was Here	September  9, 2016	 English	1h 15m		
The Hollars	January 24, 2016	 English	1h 28m	$3,800,000.00	$1,016,985.00
The Hollars	January 24, 2016	 English	1h 28m	$3,800,000.00	$1,016,985.00
The Monster	October  6, 2016	 English	1h 31m	$2,700,000.00	
Alone in Berlin	January 13, 2017	 English	1h 43m		$33,125.00
USS Indianapolis: Men of Courage	January 24, 2017	 English	2h 8m	$40,000,000.00	
Certain Women	January 24, 2016	 English	1h 47m	$2,000,000.00	$1,215,691.00
Kindergarten Cop 2	May 17, 2016	 English	1h 40m		
Qualcosa di nuovo	October 13, 2016	 Italian			
ARQ	September 16, 2016	 English	1h 28m		
Fallen	September  8, 2017	 English	1h 31m		
Full Speed	November 11, 2016	 French	1h 31m		
Mother's Day	April 13, 2016	 English	1h 58m	$25,000,000.00	$48,418,160.00
The Darkness	May 13, 2016	 English	1h 32m	$4,000,000.00	$10,898,293.00
Rocco	November 30, 2016	 English	1h 45m		
Piper	June  8, 2016	 English	0h 6m		
Denial	September 30, 2016	 English	1h 49m	$10,000,000.00	$4,073,489.00
Manhattan Night	May 20, 2016	 English	1h 53m		
Kill Command	November 25, 2016	 English	1h 39m		
The Siege of Jadotville	October  7, 2016	 English	1h 48m		
I Am the Pretty Thing That Lives in the House	October 28, 2016	 English	1h 29m		
Army of One	November  4, 2016	 English	1h 32m		
The Adderall Diaries	April 16, 2015	 English	1h 45m		$13,191.00
The Adderall Diaries	April 16, 2015	 English	1h 45m		$13,191.00
Bleed for This	November  4, 2016	 English	1h 56m	$6,000,000.00	$6,174,491.00
The Beatles: Eight Days a Week - The Touring Years	September 16, 2016	 English	1h 39m		$12,283,800.00
Heal the Living	September  4, 2016	 French	1h 44m	$10,000,000.00	$3,176.00
Tramps	April 21, 2017	 English	1h 22m	$2,000,000.00	
Yoga Hosers	January 24, 2016	 English	1h 28m	$5,000,000.00	
Get a Job	March 25, 2016	 English	1h 33m	$8,000,000.00	
A Dark Song	September 22, 2016	 English	1h 40m		
The Dancer	May 13, 2016	 French	1h 48m		
Viral	July 29, 2016	 English	1h 26m		$551,760.00
Satanic	July  1, 2016	 English	1h 24m		$252.00
My Big Fat Greek Wedding 2	March 25, 2016	 English	1h 34m	$18,000,000.00	$88,923,251.00
The Secret Life of Pets	July  8, 2016	 English	1h 27m	$75,000,000.00	$875,457,937.00
Graduation	May 20, 2016	 Romanian	2h 7m	$2,000,000.00	$343,617.00
Dead Rising: Endgame	June 20, 2016	 English	1h 36m		
The Correspondence	January 14, 2016	 English	1h 56m	$10,000,000.00	
Max Steel	October 14, 2016	 English	1h 32m	$10,000,000.00	$6,272,403.00
One Piece Film: GOLD	July 23, 2016	 Japanese	2h 0m		$66,207,073.00
The Trust	May 13, 2016	 English	1h 33m	$9,000,000.00	
Midnight Special	March 12, 2016	 English	1h 52m	$18,000,000.00	$6,212,282.00
High Strung	April  8, 2016	 English	1h 36m		$53,447.00
High Strung	April  8, 2016	 English	1h 36m		$53,447.00
Ares	October 21, 2016	 French	1h 20m		
Spectral	December  9, 2016	 English	1h 49m		
The Do-Over	May 27, 2016	 English	1h 49m		
Back to Mom's	June  1, 2016	 French	1h 37m	$8,600,000.00	
Maggie's Plan	October  4, 2015	 English	1h 38m		$3,351,735.00
Batman: The Killing Joke	July 21, 2016	 English	1h 12m	$3,500,000.00	$3,775,000.00
Blue Jay	October  6, 2016	 English	1h 20m		
The Meddler	April 19, 2016	 English	1h 40m	$3,200,000.00	$4,267,218.00
Come and Find Me	November 11, 2016	 English	1h 52m		
Hands of Stone	August 26, 2016	 English	1h 45m	$20,000,000.00	
Don't Hang Up	June  4, 2016	 English	1h 23m		
Max & Leon	August 27, 2016	 French	1h 38m	$12,156,348.00	$7,900,000.00
A Cinderella Christmas	December  4, 2016	 English	1h 33m		
Sharknado 4: The 4th Awakens	July 31, 2016	 English	1h 25m		
Frantz	September  3, 2016	 French	1h 53m		$880,474.00
Hurricane Bianca	September 19, 2016	 English	1h 24m		
Good Kids	October 21, 2016	 English	1h 26m		
Kickboxer: Vengeance	September  2, 2016	 English	1h 30m	$17,000,000.00	
The Visitors: Bastille Day	March 23, 2016	 French	1h 50m	$25,868,826.00	
The Most Beautiful Day	February 25, 2016	 German	1h 53m		
The Most Beautiful Day	February 25, 2016	 German	1h 53m		
Pandemic	April  1, 2016	 English	1h 31m		
Our Kind of Traitor	July  1, 2016	 English	1h 48m		$9,930,095.00
White Girl	January 23, 2016	 English	1h 28m	$700,000.00	$200,242.00
Team Thor	August 28, 2016	 English	0h 3m		
Hidden Kisses	August 24, 2016	 French	1h 27m		
The 9th Life of Louis Drax	September  1, 2016	 English	1h 48m		
The Disappointments Room	September  9, 2016	 English	1h 32m	$15,000,000.00	
Ice Age: The Great Egg-Scapade	March 20, 2016	 English	0h 25m		
When the Bough Breaks	September  9, 2016	 English	1h 37m	$10,000,000.00	$30,658,387.00
Urge	April  5, 2016	 English	1h 29m		
Dear Zindagi	November 25, 2016	 Hindi	2h 31m	$4,300,000.00	$3,376,375.00
Man Down	December  2, 2016	 English	1h 32m		$454,516.00
The Mermaid	February 19, 2016	 Chinese	1h 33m	$60,720,000.00	$553,810,228.00
The Age of Shadows	September  7, 2016	 Korean	2h 20m	$8,620,000.00	$541,719.00
Zoolander 2	February 12, 2016	 English	1h 40m	$50,000,000.00	$55,969,000.00
Divines	May 19, 2016	 French	1h 45m	$2,791,874.00	
Elvis & Nixon	April 18, 2016	 English	1h 27m		$1,055,287.00
The Other Side of the Door	March 11, 2016	 English	1h 36m		$14,332,467.00
Chocolat	February  3, 2016	 French	1h 59m	$18,500,000.00	
From the Land of the Moon	May 15, 2016	 French	2h 0m	$10,300,000.00	$47,748.00
From the Land of the Moon	May 15, 2016	 French	2h 0m	$10,300,000.00	$47,748.00
True Memoirs of an International Assassin	November 11, 2016	 English	1h 38m	$40,000,000.00	
Into the Forest	July 29, 2016	 English	1h 41m		$9,995.00
Julieta	December 21, 2016	 Castilian	1h 36m	$1,490,000.00	
Pet	March 11, 2016	 English	1h 34m		
Paris Can Wait	October 15, 2016	 English	1h 32m	$5,000,000.00	$6,700,000.00
To Steal from a Thief	March  3, 2016	 Castilian	1h 36m	$6,700,000.00	$12,118,661.00
Beyond the Gates	June  2, 2016	 English	1h 24m	$300,000.00	
Things to Come	April  6, 2016	 French	1h 42m	$2,100,000.00	$282,382.00
The Fury of a Patient Man	May 30, 2017	 Castilian	1h 32m	$1,200,000.00	
This Beautiful Fantastic	March 10, 2017	 English	1h 40m		
Middle School: The Worst Years of My Life	October  7, 2016	 English	1h 32m	$8,500,000.00	$23,316,139.00
Last Call for Nowhere	July 13, 2016	 French	1h 30m		
Five	July 14, 2016	 French	1h 42m		
Mindhorn	October  9, 2016	 English	1h 29m		
The Good Neighbor	March 13, 2016	 English	1h 38m		
The Family Fang	April 16, 2016	 English	1h 45m		$262,921.00
Journey Back to Christmas	November 27, 2016	 English	1h 24m		
Miss Stevens	March 12, 2016	 English	1h 26m		$4,611.00
Tickled	January 24, 2016	 English	1h 32m		
Boys in the Trees	September  9, 2016	 English	1h 52m		
Boys in the Trees	September  9, 2016	 English	1h 52m		
Airlift	January 22, 2016	 Hindi	2h 6m	$4,500,000.00	$32,000,000.00
Blue Mountain State: The Rise of Thadland	February  2, 2016	 English	1h 30m		
Don't Think Twice	March 13, 2016	 English	1h 30m		$4,417,667.00
Indignation	January 24, 2016	 English	1h 50m		$3,924,527.00
Summertime	September 15, 2016	 Italian	1h 43m	$5,800,000.00	
King Cobra	April 16, 2016	 English	1h 32m		
Tunnel	August 26, 2016	 Korean	2h 6m		
Absolutely Fabulous: The Movie	July 22, 2016	 English	1h 31m		$37,915,971.00
Meet the Blacks	April  1, 2016	 English	1h 30m	$900,000.00	$9,097,072.00
Divorce French Style 2	December  7, 2016	 French	1h 30m		
Florence Foster Jenkins	August 12, 2016	 English	1h 50m	$29,000,000.00	$48,902,953.00
City of Tiny Lights	September 12, 2016	 English	1h 50m	$3,892,200.00	
Back in the Day	May 20, 2016	 English	2h 1m		
Camping 3	June 29, 2016	 French	1h 45m		
Standoff	February 26, 2016	 English	1h 20m	$8,000,000.00	
Smoke & Mirrors	September 17, 2016	 Castilian	2h 3m	$5,000,000.00	$2,387,127.00
Odd Job	August 31, 2016	 French	1h 47m		
Honey 3: Dare to Dance	September  6, 2016	 English	1h 37m		
Incarnate	December  2, 2016	 English	1h 31m	$5,000,000.00	$6,341,855.00
The Last King	June 17, 2016	 Norwegian	1h 40m	$5,233,963.00	
The Last King	June 17, 2016	 Norwegian	1h 40m	$5,233,963.00	
Approaching the Unknown	June  3, 2016	 English	1h 30m		$10,232.00
In the Shadow of Iris	November 16, 2016	 French	1h 39m		
The Boss	April  8, 2016	 English	1h 31m	$29,000,000.00	$78,636,257.00
God's Not Dead 2	April  1, 2016	 English	2h 1m	$5,000,000.00	$23,507,567.00
Term Life	April 29, 2016	 English	1h 33m	$16,500,000.00	$21,256.00
My Scientology Movie	April 17, 2016	 English	1h 39m		
The Sea of Trees	May 16, 2015	 English	1h 50m		
Slam	November 20, 2016	 Italian	1h 40m		
3 Generations	May  5, 2017	 English	1h 27m	$10,000,000.00	
A Bun in the Oven	November 16, 2016	 French			
100 Meters	July 20, 2017	 Castilian			
Sacrifice	April 29, 2016	 English	1h 31m		
Everybody Wants Some!!	March 11, 2016	 English	1h 56m	$10,000,000.00	$3,400,278.00
Railroad Tigers	January  6, 2017	 Chinese	2h 4m	$50,000,000.00	$102,205,175.00
In a Valley of Violence	March 12, 2016	 English	1h 44m		$53,647.00
The Lighthouse of the Orcas	April  7, 2017	 Castilian	1h 50m	$6,000,000.00	
Sultan	July  6, 2016	 Hindi	2h 50m	$10,400,000.00	$102,000,000.00
Jeruzalem	January 22, 2016	 English	1h 27m		
May God Save Us	October 28, 2016	 Castilian	2h 7m	$4,000,000.00	
We Are Family	August 10, 2016	 French	1h 39m		
We Are Family	August 10, 2016	 French	1h 39m		
The Intervention	January 26, 2016	 English	1h 30m		
I Am Not a Serial Killer	March 13, 2016	 English	1h 44m		
At the End of the Tunnel	April 21, 2016	 Castilian	2h 0m		
Un Natale al Sud	December  1, 2016	 Italian			
Amateur Night	August 12, 2016	 English	1h 29m		
Within	October 18, 2016	 English	1h 28m		
Almost Adults	October 15, 2016	 English	1h 30m		
Tallulah	January 23, 2016	 English	1h 51m		
Neruda	September  4, 2016	 Castilian	1h 48m		$939,101.00
Black and White Stripes: The Juventus Story	October 10, 2016	 Italian	2h 9m		
Being 17	June  9, 2016	 French	1h 56m		$2,000,000.00
Operation Avalanche	January 22, 2016	 English	1h 34m	$1,250,000.00	$55,000.00
13th	September 30, 2016	 English	1h 40m		
The Odyssey	October 12, 2016	 French	2h 2m	$21,363,000.00	
Headshot	September 24, 2016	 Indonesian	1h 57m		
XOXO	August 26, 2016	 English	1h 32m		
The Fundamentals of Caring	January 29, 2016	 English	1h 37m		
Queen of Katwe	September 23, 2016	 English	2h 4m	$15,000,000.00	$10,367,161.00
Cartels	May 19, 2016	 English	1h 39m	$7,000,000.00	
Wiener-Dog	January 22, 2016	 English	1h 28m		$469,311.00
Wiener-Dog	January 22, 2016	 English	1h 28m		$469,311.00
O.J.: Made in America	January 22, 2016	 English	7h 47m		
Neerja	February 19, 2016	 Hindi	2h 2m	$2,900,000.00	$17,618,280.00
Welcome to the Hartmanns	November  3, 2016	 German	1h 53m		
Up for Love	December 21, 2016	 French	1h 38m	$10,000,000.00	
The Tuche Family: The American Dream	February  3, 2016	 French	1h 34m		
The Young Offenders	September 23, 2016	 English	1h 24m		
Dalida	November 30, 2016	 French	2h 4m		
Pelé: Birth of a Legend	April 23, 2016	 English	1h 47m		$27,312.00
The Love Witch	May  6, 2016	 English	2h 1m		$228,894.00
The Neighbor	September  6, 2016	 English	1h 27m		
The Country Doctor	March 23, 2016	 French	1h 42m		
Ali Wong: Baby Cobra	May  6, 2016	 English	1h 0m		
Under the Shadow	January 22, 2016	 Persian	1h 24m		
100 Streets	June  8, 2016	 English	1h 33m		
After the Storm	May 18, 2016	 Japanese	1h 57m		$272,132.00
Holidays	April 14, 2016	 English	1h 45m		
Barbershop: The Next Cut	April 15, 2016	 English	1h 52m	$20,000,000.00	$55,030,051.00
Intruders	June 12, 2015	 English	1h 30m		
Grease Live	March  8, 2016	 English	3h 0m		
Diablo	October  2, 2015	 English	1h 23m		
Diablo	October  2, 2015	 English	1h 23m		
David Brent: Life on the Road	August 19, 2016	 English	1h 36m		
The African Doctor	June  8, 2016	 French	1h 36m		
Indivisible	September  4, 2016	 Italian	1h 40m		
My Life as a Zucchini	January 21, 2017	 French	1h 6m	$8,000,000.00	$292,279.00
I Saw the Light	October 10, 2015	 English	2h 3m	$13,000,000.00	$1,646,788.00
Lazer Team	September 24, 2015	 English	1h 42m	$2,480,421.00	
Other People	January 21, 2016	 English	1h 37m		$93,000.00
Lady Bloodfight	November 11, 2016	 English	1h 37m		
Looking: The Movie	June 26, 2016	 English	1h 25m		
L'abbiamo fatta grossa	January 28, 2016	 Italian	1h 52m		
Audrie & Daisy	January 25, 2016	 English	1h 35m		
Seoul Station	April  5, 2016	 Korean	1h 32m		
Fan	April 15, 2016	 Hindi	2h 18m	$16,000,000.00	$29,251,596.00
Natale a Londra - Dio salvi la Regina	December 15, 2016	 Italian			
Come diventare grandi nonostante i genitori	November 23, 2016	 Italian	1h 30m		
Money	April  6, 2016	 English	1h 26m		
Sweet Dreams	May 12, 2016	 Italian	2h 11m		
Zero Days	June 22, 2016	 English	1h 56m		
Anesthesia	April 22, 2015	 English	1h 30m		$32,163.00
Planetarium	August 11, 2017	 French	1h 49m		
Planetarium	August 11, 2017	 French	1h 49m		
Closet Monster	April  8, 2016	 English	1h 30m		$33,962.00
Toro	July 28, 2016	 Castilian	1h 45m	$4,000,000.00	
Italian Race	April  7, 2016	 Italian	1h 59m		
The Outsider	June 22, 2016	 French	1h 57m		
Teenage Cocktail	March 12, 2016	 English	1h 28m		
They Look Like People	January 25, 2015	 English	1h 20m		
Martyrs	January 22, 2016	 English	1h 26m		
Kiki, Love to Love	April  1, 2016	 Castilian	1h 42m		
The Distinguished Citizen	September  4, 2016	 Castilian	1h 58m		
The Innocents	January 26, 2016	 French	1h 55m		$1,063,893.00
Like Crazy	May 14, 2016	 Italian	1h 56m		
My Wife's Sister	December 20, 2016	 Korean	1h 37m		
No manches Frida	September  2, 2016	 Castilian	1h 40m		$12,421,716.00
Mothers and Daughters	May  6, 2016	 English	1h 30m		
Mower Minions	July  8, 2016	 English	0h 4m		
Aquarius	May 17, 2016	 Portuguese	2h 27m	$762,241.00	$285,930.00
The Red Thread	May 19, 2016	 Castilian	1h 40m		
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared	December 25, 2016	 Swedish	1h 48m	$10,000,000.00	
Emelie	April 22, 2015	 English	1h 22m		
The Windmill Massacre	October 25, 2016	 English	1h 25m		
The Windmill Massacre	October 25, 2016	 English	1h 25m		
Goodbye Berlin	June  5, 2017	 German	1h 35m		
Joshy	January 24, 2016	 English	1h 33m		
Non c'è più religione	December 15, 2016	 Italian	1h 34m		
Fire at Sea	September  2, 2016	 Italian	1h 48m		
Amis publics	February 17, 2016	 French	1h 38m		
Pee-wee's Big Holiday	March 18, 2016	 English	1h 30m		
One Man and his Cow	February 17, 2016	 French	1h 31m	$5,300,000.00	
Tini: The New Life of Violetta	April 27, 2016	 Greek	1h 35m		
Che vuoi che sia	November 18, 2016	 Italian	1h 45m		
Feather	October 20, 2016	 Italian	1h 38m		$229,852.00
The White Helmets	September 16, 2016	 Arabic	0h 40m		
Prostitution	November 24, 2016	 Korean	1h 19m		
Tell Me How I Die	September 16, 2016	 English	1h 47m		
Hard Target 2	September  6, 2016	 English	1h 44m		
Supersonic	October 26, 2016	 English	1h 57m		$226,286.00
The Last Face	May 20, 2016	 English	2h 10m		
Nemiche per la pelle	April 14, 2016	 Italian			
All Roads Lead to Rome	February  5, 2016	 English	1h 30m		
One Kiss	March 31, 2016	 Italian	1h 41m		
Ozark Sharks	July 28, 2016	 English	1h 28m		
Ozark Sharks	July 28, 2016	 English	1h 28m		
The Rocky Horror Picture Show: Let's Do the Time Warp Again	October 20, 2016	 English	1h 28m		
Sniper: Ghost Shooter	August  2, 2016	 English	1h 40m	$3,000,000.00	
Adventures in Babysitting	June 24, 2016	 English	1h 45m	$9,000,000.00	
Eliminators	December  6, 2016	 English	1h 35m		
Be Somebody	June 10, 2016	 English	1h 28m		
Icebreaker	October 20, 2016	 Russian	2h 0m	$10,000,000.00	
Rupture	July 15, 2016	 English	1h 42m		
Josephine, Pregnant & Fabulous	February 10, 2016	 French	1h 34m		
Little Men	January 25, 2016	 English	1h 25m		
Our Lovers	February  8, 2016	 Castilian	1h 28m	$1,400,000.00	
The ReZort	June 22, 2015	 English	1h 27m		
Guernica	August  2, 2016	 English	1h 50m	$6,229,577.00	
Mr. Church	April 22, 2016	 English	1h 44m	$8,000,000.00	
The Greasy Strangler	January 22, 2016	 English	1h 33m		
Mascots	October 13, 2016	 English	1h 29m	$20,000,000.00	
Home Invasion	February  2, 2016	 English	1h 28m		
Ma famille t'adore déjà	November  9, 2016	 French	1h 25m		
The Midnight Man	January 19, 2018	 English	1h 35m		
Confirmation	April 16, 2016	 English	1h 50m		
Poveri ma ricchi	December 15, 2016	 Italian	1h 30m		
Poveri ma ricchi	December 15, 2016	 Italian	1h 30m		
Tower	March 13, 2016	 English	1h 23m		
A Wish for Christmas	November  5, 2016	 English	1h 24m		
Center of My World	June 26, 2016	 German	1h 55m		
Special Correspondents	April 22, 2016	 English	1h 40m		
Anti Matter	September 26, 2016	 English	1h 49m		
1898: Our Last Men in the Philippines	March  3, 2017	 Castilian	2h 10m	$6,976,542.00	
My Mom Is a Character 2	December 22, 2016	 Portuguese	1h 36m		
Fuga da Reuma Park	December 15, 2016	 Italian			
Non si ruba a casa dei ladri	November  3, 2016	 Italian			
Greater	August 26, 2016	 English	2h 10m		
The Red Pill	October  7, 2016	 English	1h 58m		
Russian Mother	July 28, 2016	 Korean	1h 29m		
Southside with You	January 24, 2016	 English	1h 20m	$1,500,000.00	$6,512,004.00
Tiramisù	February 25, 2016	 Italian	1h 34m		
A Stroke of Luck	December  2, 2016	 Castilian	1h 30m	$3,500,000.00	
Good Guys Go to Heaven, Bad Guys Go to Pattaya	February 24, 2016	 French	1h 40m	$5,402,000.00	
Lavender	April 18, 2016	 English	1h 32m		
Doctor Who: The Return Of Doctor Mysterio	December 25, 2016	 English	1h 22m		
Pandora	December  7, 2016	 Korean	2h 16m		
Ae Dil Hai Mushkil	October 28, 2016	 Hindi	2h 38m		
Ae Dil Hai Mushkil	October 28, 2016	 Hindi	2h 38m		
The Model	January 30, 2016	 Danish	1h 45m	$4,000,000.00	
Nocturama	August 11, 2017	 French	2h 10m		
Pokémon the Movie: Volcanion and the Mechanical Marvel	March 21, 2017	 Japanese	1h 37m		
Take Down	August 19, 2016	 English	1h 47m		
Tout schuss	January 13, 2016	 French	1h 35m		
LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout	June 21, 2016	 English	1h 18m		
Kung Fu Panda: Secrets of the Scroll	December 15, 2015	 English	0h 23m		
Drifter	October 19, 2016	 English	1h 26m		
Luck-Key	October 21, 2016	 Korean	1h 52m		
The Eyes of My Mother	January 22, 2016	 English	1h 16m		
The Hollow Point	December 16, 2016	 English	1h 37m		
On the Milky Road	February  3, 2016	 Serbian	2h 5m		
Born in China	April 21, 2017	 Chinese	1h 16m		
Gridlocked	September 26, 2015	 English	1h 54m		
Mythica: The Godslayer	December 17, 2016	 English	1h 58m		
Lo and Behold: Reveries of the Connected World	January 23, 2016	 English	1h 39m		
Quel bravo ragazzo	November 17, 2016	 Italian			
Weiner	January 24, 2016	 English	1h 36m		
Abattoir	December  9, 2016	 English	1h 38m		
La tour 2 contrôle infernale	February 10, 2016	 French	1h 28m		
La tour 2 contrôle infernale	February 10, 2016	 French	1h 28m		
Goat	January 22, 2016	 English	1h 42m		$23,020.00
Brice 3	October 19, 2016	 French	1h 35m		
Roommates Wanted	April 20, 2016	 French	1h 37m		
Frank & Lola	December  9, 2016	 English	1h 28m		$9,188.00
Les Têtes de l'emploi	November 16, 2016	 French	1h 30m		
Barbie: Spy Squad	March  1, 2017	 English	1h 15m		
Equity	January 26, 2016	 English	1h 40m		$1,605,463.00
Heaven Will Wait	August  8, 2016	 French	1h 45m		
Crush in Jaipur	October 19, 2016	 French	1h 32m		
Ozzy	April 21, 2017	 Castilian	1h 30m	$10,000,000.00	
The Childhood of a Leader	July 22, 2016	 English	1h 55m	$3,000,000.00	
Antiporno	December 29, 2017	 Japanese	1h 18m		
The Curse of Sleeping Beauty	May 13, 2016	 English	1h 29m		
Bo Burnham: Make Happy	June  3, 2016	 English	1h 0m		
The Confirmation	March 18, 2016	 English	1h 41m		
The Remains	August  5, 2016	 English	1h 25m		
Lemonade	April 23, 2016	 English	1h 5m		
Adult Life Skills	April 17, 2016	 English	1h 36m		
Sheep & Wolves	June 13, 2016	 Russian	1h 37m		
Siren	December  2, 2016	 English	1h 22m		
Siren	December  2, 2016	 English	1h 22m		
After Love	May 13, 2016	 French	1h 38m		
Moana	November 14, 2016	 English	1h 47m	$150,000,000.00	$643,331,111.00
In Her Name	March 16, 2016	 French	1h 27m		$1,600,000.00
The Black Room	April 28, 2017	 English	1h 31m		
600 Miles	February  6, 2015	 Castilian	1h 25m		
Pitchfork	September 23, 2016	 English	1h 34m		
Stick Man	October  5, 2016	 English	0h 27m		
Infinity Chamber	April 30, 2016	 English	1h 43m		
A Quiet Passion	July 11, 2017	 English	2h 5m	$8,138,338.00	$1,864,266.00
Jarhead 3: The Siege	January 20, 2016	 English	1h 35m		
I babysitter	October 19, 2016	 Italian			
Antibirth	January 25, 2016	 English	1h 34m	$35,000,000.00	
Panfilov's 28 Men	November 24, 2016	 Russian	1h 45m		
Buffed Up	July 11, 2016	 English			
Forever Young	March 10, 2016	 English	1h 35m		
Accidentally Engaged	October 30, 2016	 English	1h 26m		
Split	November  9, 2016	 Korean	2h 1m		
Silicon Cowboys	March 11, 2016	 English	1h 17m		
It Stains the Sands Red	June 20, 2017	 English	1h 32m		
A Dog's Purpose	January 27, 2017	 English	1h 40m	$22,000,000.00	$194,647,323.00
Justice League	November 13, 2017	 English	2h 0m	$500,000,000.00	$657,924,295.00
Thor: Ragnarok	October 10, 2017	 English	2h 10m	$180,000,000.00	$853,977,126.00
Blade Runner 2049	October  3, 2017	 English	2h 43m	$150,000,000.00	$259,239,658.00
Star Wars: The Last Jedi	December  9, 2017	 English	2h 32m	$200,000,000.00	$1,332,459,537.00
Spider-Man: Homecoming	July  7, 2017	 English	2h 13m	$175,000,000.00	$880,166,924.00
The Shape of Water	September  2, 2017	 English	2h 3m	$19,500,000.00	$194,989,655.00
The Greatest Showman	December  8, 2017	 English	1h 45m	$84,000,000.00	$432,844,677.00
Wonder Woman	May 25, 2017	 English	2h 21m	$149,000,000.00	$821,847,012.00
Coco	November 22, 2017	 English	1h 45m	$175,000,000.00	$800,526,015.00
Beauty and the Beast	March  2, 2017	 English	2h 9m	$160,000,000.00	
Guardians of the Galaxy Vol. 2	May  5, 2017	 English	2h 17m	$200,000,000.00	$863,756,051.00
Dunkirk	July 19, 2017	 English	1h 47m	$100,000,000.00	$525,573,161.00
Logan	March  3, 2017	 English	2h 17m	$97,000,000.00	$616,801,808.00
Split	September 26, 2016	 English	1h 57m	$9,000,000.00	$278,454,358.00
Geostorm	October 20, 2017	 English	1h 49m	$120,000,000.00	$221,600,160.00
Pirates of the Caribbean: Dead Men Tell No Tales	May 26, 2017	 English	2h 9m	$230,000,000.00	$794,191,988.00
The Snowman	October 20, 2017	 English	1h 59m	$35,000,000.00	$43,203,413.00
Kingsman: The Golden Circle	September 22, 2017	 English	2h 21m	$104,000,000.00	$410,902,662.00
War for the Planet of the Apes	July 10, 2017	 English	2h 20m	$150,000,000.00	$488,533,726.00
Christmas Wedding Planner	December 14, 2017	 English	1h 26m		
Christmas Wedding Planner	December 14, 2017	 English	1h 26m		
Alien: Covenant	May 19, 2017	 English	2h 2m	$97,000,000.00	$232,380,243.00
The Circle	April 26, 2017	 English	1h 50m	$18,000,000.00	$20,497,844.00
Wonder	November 17, 2017	 English	1h 53m	$20,000,000.00	
One Small Indiscretion	September  2, 2017	 English	1h 30m	$1,000,000.00	
Jigsaw	October 27, 2017	 English	1h 32m	$10,000,000.00	$102,952,888.00
The Fate of the Furious	April 14, 2017	 English	2h 16m	$250,000,000.00	$1,238,764,765.00
Three Billboards Outside Ebbing, Missouri	September 21, 2017	 English	1h 55m	$15,000,000.00	$158,526,998.00
Hostiles	September  2, 2017	 English	2h 14m	$55,000,000.00	$29,819,114.00
John Wick: Chapter 2	January 30, 2017	 English	2h 2m	$40,000,000.00	$171,539,887.00
Get Out	January 23, 2017	 English	1h 44m	$4,500,000.00	$255,017,329.00
Transformers: The Last Knight	June 21, 2017	 English	2h 29m	$217,000,000.00	$605,425,157.00
Kong: Skull Island	March 10, 2017	 English	1h 58m	$185,000,000.00	$566,652,812.00
Baby Driver	March 11, 2017	 English	1h 52m	$34,000,000.00	$226,945,087.00
You Were Never Really Here	April  6, 2018	 English	1h 29m		$2,528,078.00
The Disaster Artist	March 12, 2017	 English	1h 44m	$10,000,000.00	$29,820,616.00
Valerian and the City of a Thousand Planets	July 17, 2017	 English	2h 16m	$177,200,000.00	$225,874,228.00
Jumanji: Welcome to the Jungle	December 11, 2017	 English	1h 59m	$90,000,000.00	$962,119,864.00
Cars 3	May 23, 2017	 English	1h 49m	$175,000,000.00	$383,925,276.00
